Time,Vmeas,VPSO,VLS
0,12.529177,12.529177,12.529177
1,12.345966,12.2023039529891,12.2993226682914
2,12.322327,12.2020767624915,12.2974433689678
3,12.310507,12.2018497347917,12.2957817936095
4,12.292776,12.2016228696651,12.2941345899202
5,12.280957,12.2013961668875,12.2925014795794
6,12.269137,12.2011696262356,12.2908823348166
7,12.269137,12.2009432474868,12.2892770291277
8,12.257318,12.2007170304194,12.2876854371545
9,12.251408,12.2004909748121,12.2861074346742
10,12.245497,12.2002658291709,12.2845808065574
11,12.239587,12.2000400952867,12.2829972386863
12,12.233677,12.1998145222045,12.2814591996023
13,12.233677,12.1995898587007,12.2811327069379
14,12.227767,12.1993646060309,12.2784287720018
15,12.227767,12.1991402622909,12.2770009146895
16,12.221857,12.1989153291676,12.2754479975879
17,12.221857,12.198690555763,12.2739741842109
18,12.215947,12.1984666905347,12.272534216999
19,12.215947,12.198242984113,12.2711075311547
20,12.215947,12.1980194363922,12.2699259100209
21,12.210037,12.1977952981114,12.2682198187216
22,12.210037,12.1975720671558,12.2668284687369
23,12.210037,12.197348245432,12.2654122568458
24,12.204127,12.1971253308799,12.2646089375337
25,12.204127,12.1969018248697,12.262652668851
26,12.204127,12.1966784766704,12.2612869506249
27,12.204127,12.1964552860726,12.2599331978542
28,12.204127,12.206993555796,12.2620006542182
29,12.198217,12.2067729250417,12.2613035249385
30,12.198217,12.1957911466735,12.2559778061316
31,12.198217,12.1955693302334,12.257124076265
32,12.192307,12.1953469207757,12.253373707479
33,12.198217,12.1951254162998,12.2520980897546
34,12.198217,12.1949048162787,12.2509699405165
35,12.192307,12.1946851203476,12.2522343302777
36,12.198217,12.1944640807817,12.2486106834485
37,12.192307,12.1942431960135,12.2471038362263
38,12.192307,12.1940217173834,12.2458537187779
39,12.192307,12.1938011427322,12.2447723827642
40,12.192307,12.1935814715897,12.2461690698546
41,12.186398,12.2041232568289,12.2481222708722
42,12.192307,12.203905388826,12.2445172080498
43,12.186398,12.1929278678139,12.2424512199277
44,12.192307,12.203469360491,12.2417344758686
45,12.186398,12.1924921438748,12.2384999170888
46,12.186398,12.2030339409842,12.2423340390777
47,12.186398,12.1920555303099,12.2356339094762
48,12.186398,12.1918385746925,12.2344841336374
49,12.186398,12.1916217705787,12.2348061596136
50,12.186398,12.1914051171288,12.2335906616328
51,12.180488,12.1911893628757,12.2335999067709
52,12.180488,12.2017328150054,12.2331298847853
53,12.180488,12.1907590533071,12.2318146676201
54,12.180488,12.201302055186,12.2311154420142
55,12.180488,12.1903255966762,12.2267289551517
56,12.180488,12.2008696483767,12.2321069299528
57,12.180488,12.1898957362732,12.2273413387535
58,12.180488,12.1896825268033,12.227752437196
59,12.180488,12.2002255259166,12.2257048754728
60,12.180488,12.2000096183754,12.2255523271134
61,12.180488,12.1890348038286,12.2233440571925
62,12.174577,12.1995804973322,12.2261882199757
63,12.180488,12.1993650353932,12.2219837418486
64,12.180488,12.1883906657758,12.2185189307849
65,12.174577,12.1881755009315,12.2182065391059
66,12.180488,12.198721038286,12.2194193644106
67,12.174577,12.198508415588,12.2196752359693
68,12.174577,12.1875331387366,12.2162699389734
69,12.174577,12.1873185646001,12.2165844701776
70,12.174577,12.1871071327269,12.2136941411371
71,12.174577,12.1868928505985,12.2110882508487
72,12.174577,12.186679465262,12.2133557197966
73,12.174577,12.1864684724796,12.2131378788242
74,12.174577,12.1862568758209,12.2124505869934
75,12.168667,12.1860446754261,12.2108573799848
76,12.168667,12.1965931740414,12.2121965354431
77,12.174577,12.1856222068152,12.2076563596118
78,12.174577,12.1854089427948,12.2049501522366
79,12.174577,12.1851973224789,12.2045184179823
80,12.168667,12.1849858472122,12.2064989886319
81,12.168667,12.1955350703173,12.2089257142196
82,12.174577,12.1953261294963,12.2084083260498
83,12.174577,12.1843552792741,12.2019613571627
84,12.168667,12.1949041841207,12.2068862807249
85,12.168667,12.1839351196733,12.2035738988326
86,12.168667,12.1837245050203,12.1995971279261
87,12.174577,12.1835147832124,12.2019941142217
88,12.168667,12.1833037061727,12.199284390501
89,12.168667,12.1938540758778,12.202741428541
90,12.168667,12.1936447822947,12.1999393140337
91,12.174577,12.182676574135,12.1959490509312
92,12.168667,12.1824660669478,12.1956210692283
93,12.168667,12.1822557024946,12.1958453865012
94,12.168667,12.1928082811405,12.1992252835429
95,12.162757,12.1818406409324,12.1953971366123
96,12.168667,12.1816314487533,12.1914145152637
97,12.168667,12.1921814550897,12.1962291808173
98,12.168667,12.1919740444707,12.1963128245385
99,12.168667,12.1917675230267,12.1957616600716
100,12.162757,12.1807983405646,12.1906863485643
101,12.162757,12.1913481607533,12.1896933132882
102,12.162757,12.1803815079401,12.1900494721535
103,12.168667,12.1909331074678,12.1898298036437
104,12.162757,12.1907257913329,12.1916331304379
105,12.162757,12.1797603067455,12.1861025190629
